text,intensity,category,polarity,emotion
"It's a struggle, I'm feeling very anxious about everyday situations lately.",8,Anxiety,-1.0,fear
"Things have been tough, but I keep feeling hopeful about my progress.",7,Positive Outlook,1.0,joy
"I'm trying, but I'm still can't sleep well. Nights feel endless.",9,Insomnia,-1.0,joy
"I can't stop feeling very anxious about my health symptoms.",8,Health Anxiety,-1.0,fear
"I'm trying, but I'm still feeling hopeful about my recovery journey.",7,Positive Outlook,1.0,joy
"These past few days, I've been feeling very low and disconnected.",9,Depression,-1.0,sadness
"I think my mental state is affecting my eating patterns significantly.",8,Eating Disorder,-1.0,sadness
"It's a struggle, but I'm feeling happy and excited about career possibilities.",7,Positive Outlook,1.0,joy
"Recently, I've noticed that I'm stressed about work deadlines.",8,Stress,-1.0,anger
"I can't stop worrying about my career direction lately.",7,Career Confusion,-1.0,fear
"It's a struggle, my health anxiety is becoming overwhelming.",9,Health Anxiety,-1.0,fear
"Things have been tough, but I see positive changes happening.",7,Positive Outlook,1.0,joy
"I'm trying to sleep, but my mind won't quiet down.",9,Insomnia,-1.0,sadness
"Anxiety follows me everywhere throughout the day.",8,Anxiety,-1.0,fear
"Recently noticed I'm feeling more hopeful about things.",7,Positive Outlook,1.0,joy
"Depression makes everything feel heavier these days.",9,Depression,-1.0,sadness
"My relationship with food has become complicated lately.",8,Eating Disorder,-1.0,sadness
"Work pressure is becoming increasingly difficult to handle.",8,Stress,-1.0,fear
"Career uncertainty keeps weighing on my mind constantly.",7,Career Confusion,-1.0,fear
"Health worries consume most of my daily thoughts.",9,Health Anxiety,-1.0,fear
"Finding new strength in my recovery journey daily.",7,Positive Outlook,1.0,joy
"Sleep feels impossible to achieve these nights.",9,Insomnia,-1.0,sadness
"Making progress with positive changes lately.",7,Positive Outlook,1.0,joy
"Everything feels grey and meaningless now.",9,Depression,-1.0,sadness
"Mealtimes have become a source of anxiety.",8,Eating Disorder,-1.0,fear
"The daily stress is affecting my wellbeing.",8,Stress,-1.0,sadness
"Feeling lost about my professional future.",7,Career Confusion,-1.0,sadness
"Every health symptom triggers intense worry.",9,Health Anxiety,-1.0,fear
"Seeing improvements in my daily outlook.",7,Positive Outlook,1.0,joy
"Simple tasks trigger overwhelming anxiety.",8,Anxiety,-1.0,fear
"Can't seem to find joy in anything.",9,Depression,-1.0,joy
"Food thoughts consume my entire day.",8,Eating Disorder,-1.0,joy
"Pressure keeps building up constantly.",8,Stress,-1.0,fear
"Career decisions feel paralyzing now.",7,Career Confusion,-1.0,fear
"Health anxiety dominates my thoughts.",9,Health Anxiety,-1.0,fear
"Making positive strides in recovery.",7,Positive Outlook,1.0,joy
"Worry never seems to stop now.",8,Anxiety,-1.0,sadness
"Discovering new strength each day.",7,Positive Outlook,1.0,joy
"Stress affects everything lately.",8,Stress,-1.0,sadness
"Future career path seems unclear.",7,Career Confusion,-1.0,fear
"Every bodily sensation worries me.",9,Health Anxiety,-1.0,fear
"Finding joy in small progress.",7,Positive Outlook,1.0,joy
"Insomnia affects daily functioning.",9,Insomnia,-1.0,fear
"Anxiety makes decisions difficult.",8,Anxiety,-1.0,fear
"Hope grows stronger each day.",7,Positive Outlook,1.0,joy
"Nothing brings happiness lately.",9,Depression,-1.0,joy
"Meals bring anxiety and guilt.",8,Eating Disorder,-1.0,fear
"Daily pressures keep mounting.",8,Stress,-1.0,fear
"Career confusion paralyzes me.",7,Career Confusion,-1.0,fear
"Health concerns overwhelm me.",9,Health Anxiety,-1.0,fear
"Positive changes happening now.",7,Positive Outlook,1.0,joy
"Sleep deprivation exhausts me.",9,Insomnia,-1.0,sadness
"Constant worry drains energy.",8,Anxiety,-1.0,fear
"Recovery feels more possible.",7,Positive Outlook,1.0,joy
"Depression weighs heavily now.",9,Depression,-1.0,sadness
"Work pressure intensifies daily.",8,Stress,-1.0,fear
"Professional future uncertain.",7,Career Confusion,-1.0,fear
"Health fears control thoughts.",9,Health Anxiety,-1.0,fear
"Seeing light ahead finally.",7,Positive Outlook,1.0,joy
"Nights feel endlessly long.",9,Insomnia,-1.0,love
"Progress feels more real.",7,Positive Outlook,1.0,joy
"Sadness persists constantly.",9,Depression,-1.0,sadness
"Eating patterns worry me.",8,Eating Disorder,-1.0,fear
"Stress overwhelms everything.",8,Stress,-1.0,fear
"Career doubts linger daily.",7,Career Confusion,-1.0,fear
"Health anxiety never stops.",9,Health Anxiety,-1.0,fear
"Hope becomes more familiar.",7,Positive Outlook,1.0,joy
"Worry consumes my thoughts.",8,Anxiety,-1.0,fear
"Change feels possible now.",7,Positive Outlook,1.0,joy
"Everything feels meaningless.",9,Depression,-1.0,sadness
"Food anxiety intensifies.",8,Eating Disorder,-1.0,fear
"Pressure keeps building.",8,Stress,-1.0,fear
"Health worries dominate.",9,Health Anxiety,-1.0,fear
"Feeling more optimistic.",7,Positive Outlook,1.0,joy
"Sleep remains elusive.",9,Insomnia,-1.0,fear
"Constant fear persists.",8,Anxiety,-1.0,fear
"Recovery progressing well.",7,Positive Outlook,1.0,joy
"Despair feels endless.",9,Depression,-1.0,joy
"Mealtimes bring stress.",8,Eating Disorder,-1.0,sadness
"Stress levels rising.",8,Stress,-1.0,fear
"Career path unclear.",7,Career Confusion,-1.0,fear
"Insomnia continues.",9,Insomnia,-1.0,fear
"Anxiety intensifies.",8,Anxiety,-1.0,fear
"Progress continues.",7,Positive Outlook,1.0,joy
"Depression deepens.",9,Depression,-1.0,sadness
"Eating struggles persist.",8,Eating Disorder,-1.0,sadness
"Pressure builds up.",8,Stress,-1.0,fear
"Career doubts grow.",7,Career Confusion,-1.0,fear
"Health worry increases.",9,Health Anxiety,-1.0,fear
"Positivity emerges.",7,Positive Outlook,1.0,joy
"Sleep evades me.",9,Insomnia,-1.0,fear
"Worry dominates.",8,Anxiety,-1.0,fear
"Hope strengthens.",7,Positive Outlook,1.0,joy
"Sadness lingers.",9,Depression,-1.0,sadness
"Food fears grow.",8,Eating Disorder,-1.0,fear
"Stress escalates.",8,Stress,-1.0,anger
"Future unclear.",7,Career Confusion,-1.0,fear
"Health fears grow.",9,Health Anxiety,-1.0,fear
"Joy increases.",7,Positive Outlook,1.0,joy
"I've been feeling really down lately and I can't seem to shake this feeling of sadness.",8,Depression,-1.0,sadness
"I'm constantly worried about my health, even though I know it's irrational.",7,Health Anxiety,-1.0,fear
"I've been having trouble sleeping at night and I'm exhausted all day.",6,Insomnia,-1.0,sadness
"I'm feeling overwhelmed with work and family responsibilities.",5,Stress,-1.0,surprise
"I'm so excited about my upcoming trip! I can't wait to explore new places.",9,Positive Outlook,1.0,joy
"I'm feeling a bit anxious about my job interview tomorrow.",4,Anxiety,-1.0,fear
"I'm really proud of myself for sticking to my diet and exercise routine.",7,Positive Outlook,1.0,joy
"I'm feeling a bit down about my career path. I'm not sure if I'm on the right track.",5,Career Confusion,-1.0,sadness
"I'm so grateful for my friends and family. They always support me, no matter what.",10,Positive Outlook,1.0,joy
"I'm feeling a bit uneasy about my eating habits lately.",3,Eating Disorder,-1.0,fear
"I'm feeling really anxious about my upcoming exam. I can't stop worrying about failing.",8,Anxiety,-1.0,fear
"I've been feeling down lately and I'm not sure why. I just feel empty inside.",7,Depression,-1.0,sadness
"I've been having trouble sleeping at night. I toss and turn all night long.",6,Insomnia,-1.0,fear
"I'm so stressed about work. I have a huge deadline coming up and I don't think I can handle it.",5,Stress,-1.0,anger
"I'm really worried about my health. I've been feeling tired all the time and I'm not eating properly.",4,Health Anxiety,-1.0,sadness
"I'm feeling really positive about my future. I'm excited to see what the future holds.",9,Positive Outlook,1.0,joy
"I'm feeling really hopeful about my career. I'm working hard and I'm confident that I will be successful.",8,Career Confusion,1.0,joy
"I'm confused about what I want to do with my life. I'm not sure what my passion is.",6,Career Confusion,0.0,fear
"I'm feeling really lost and alone. I don't know who to turn to for help.",7,Depression,-1.0,sadness
"I've been feeling a bit down about my eating habits lately.",3,Eating Disorder,-1.0,sadness
"I'm feeling a bit anxious about starting a new job.",4,Anxiety,-1.0,fear
"I'm really proud of myself for overcoming my fears.",8,Positive Outlook,1.0,joy
"I'm feeling a bit overwhelmed with schoolwork.",5,Stress,-1.0,surprise
"I'm so excited to go on vacation with my friends.",9,Positive Outlook,1.0,joy
"I'm feeling a bit down about my love life.",4,Depression,-1.0,sadness
"I'm really worried about my financial situation.",7,Stress,-1.0,fear
"I'm feeling a bit lost and confused about my future.",5,Career Confusion,0.0,sadness
"I'm so grateful for my good health.",10,Positive Outlook,1.0,joy
"I'm feeling a bit anxious about public speaking.",3,Anxiety,-1.0,fear
"I'm feeling really down about a recent breakup.",8,Depression,-1.0,sadness
"I'm so excited to try a new hobby.",9,Positive Outlook,1.0,joy
"I'm feeling a bit overwhelmed with household chores.",4,Stress,-1.0,surprise
"I'm really proud of myself for learning a new skill.",7,Positive Outlook,1.0,joy
"I'm feeling a bit down about my appearance.",5,Eating Disorder,-1.0,sadness
"I'm so grateful for my supportive family.",10,Positive Outlook,1.0,joy
"I'm feeling a bit anxious about driving in the city.",3,Anxiety,-1.0,fear
"I'm feeling really down about a recent argument with a friend.",8,Depression,-1.0,sadness
"I'm so excited to start a new chapter in my life.",9,Positive Outlook,1.0,joy
"I'm feeling a bit overwhelmed with work deadlines.",4,Stress,-1.0,surprise
"I'm really proud of myself for setting and achieving goals.",7,Positive Outlook,1.0,joy
"I'm feeling a bit down about my social life.",5,Depression,-1.0,sadness
"I'm feeling a bit anxious about going to the doctor.",3,Health Anxiety,-1.0,fear
"I'm feeling really down about a recent job loss.",8,Depression,-1.0,sadness
"I'm so excited to travel to a new country.",9,Positive Outlook,1.0,joy
"I'm feeling a bit overwhelmed with parenting responsibilities.",4,Stress,-1.0,surprise
"I'm really proud of myself for being a good listener.",7,Positive Outlook,1.0,joy
"I'm feeling a bit down about my lack of motivation.",5,Depression,-1.0,sadness
"I'm so grateful for my loving partner.",10,Positive Outlook,1.0,joy
"I'm feeling a bit anxious about my financial future.",3,Anxiety,-1.0,fear
"I'm feeling really down about my recent breakup.",8,Depression,-1.0,sadness
"I'm so excited to start a new project.",9,Positive Outlook,1.0,joy
"I'm feeling a bit overwhelmed with school assignments.",4,Stress,-1.0,surprise
"I'm really proud of myself for overcoming obstacles.",7,Positive Outlook,1.0,joy
"I'm feeling a bit down about my body image.",5,Eating Disorder,-1.0,sadness
"I'm so grateful for my supportive friends.",10,Positive Outlook,1.0,joy
"I'm feeling a bit anxious about my upcoming presentation.",3,Anxiety,-1.0,fear
"I'm feeling really down about my recent loss.",8,Depression,-1.0,sadness
"I'm so excited to try a new recipe.",9,Positive Outlook,1.0,joy
"I'm feeling a bit overwhelmed with household responsibilities that I can't seem to shake this feeling of sadness.",6,Stress,-1.0,surprise
"I'm really proud of myself for sticking to my exercise routine.",7,Positive Outlook,1.0,joy
"I'm so grateful for my friends and family. They always support me no matter what.",10,Positive Outlook,1.0,joy
"Lately, I've been feeling a lot of anxiety about my health, even though I know it's irrational.",8,Health Anxiety,-1.0,anger
"I've been feeling really down lately, and I can't seem to shake this feeling of sadness.",8,Depression,-1.0,sadness
"I've been feeling constantly worried, and I don't know why.",7,Anxiety,-1.0,fear
"I've been feeling much better lately, and I'm not sure why.",7,Positive Outlook,1.0,joy
"I've been feeling really happy and excited lately, and I can't stop smiling.",9,Positive Outlook,1.0,joy
"I'm feeling really happy and excited about the future.",8,Positive Outlook,1.0,joy
"Things have been tough lately, but I'm feeling much better now.",7,Positive Outlook,1.0,joy
"I've been having trouble sleeping at night, and I'm exhausted all day.",6,Insomnia,-1.0,sadness
"Sometimes, I feel happy and excited, but other times I feel down.",5,Positive Outlook,0.0,joy
"My mind has been racing lately, and I can't stop feeling anxious.",7,Anxiety,-1.0,fear
"I've been feeling much better lately, and I'm more optimistic about the future.",8,Positive Outlook,1.0,joy
"I've been feeling a bit down about my eating habits lately, and I'm worried about my weight.",4,Eating Disorder,-1.0,sadness
"I'm feeling a bit anxious about starting my new job next week.",4,Anxiety,-1.0,fear
"I'm really proud of myself for overcoming my fear of public speaking.",8,Positive Outlook,1.0,joy
"I'm feeling a bit overwhelmed with schoolwork and extracurricular activities.",5,Stress,-1.0,surprise
"I'm so excited to go on vacation with my friends next month.",9,Positive Outlook,1.0,joy
"I've been feeling down about my love life lately, and I'm not sure what to do.",4,Depression,-1.0,sadness
"I'm really worried about my financial situation, and I don't know how I'm going to make ends meet.",7,Stress,-1.0,fear
"I'm feeling a bit lost and confused about my future career path.",5,Career Confusion,0.0,sadness
"I'm so grateful for my good health and the people in my life.",10,Positive Outlook,1.0,joy
"I'm feeling very low and things are really tough for me lately.",4,Depression,-1.0,sadness
"I can't sleep well at night, and it's starting to worry me.",6,Insomnia,-1.0,joy
"These past few days, I keep feeling anxious about little things.",7,Anxiety,-1.0,fear
"I'm doing better lately and feeling more positive.",5,Positive Outlook,1.0,joy
"I feel like I'm not eating properly, it's stressing me out.",6,Eating Disorder,-1.0,joy
"I'm constantly worried about my health, especially these days.",8,Health Anxiety,-1.0,fear
"Every day, I feel like I'm not able to keep up with my work.",7,Career Confusion,-1.0,sadness
"I'm feeling a little better about myself these days.",3,Positive Outlook,1.0,joy
"I can't stop worrying about everything going wrong.",9,Anxiety,-1.0,fear
"I feel hopeful about my future and the goals I've set.",5,Positive Outlook,1.0,joy
"I've been feeling more anxious about my job lately.",7,Stress,-1.0,fear
"Sleeping has been difficult; I just can't get a full night's rest.",6,Insomnia,-1.0,sadness
"I feel so excited about the new opportunities coming up.",4,Positive Outlook,1.0,joy
"Sometimes I think my health isn't where it should be.",5,Health Anxiety,0.0,sadness
"I'm not feeling my best and it's weighing on me.",7,Depression,-1.0,joy
"I have been feeling very anxious and can't focus on things.",8,Anxiety,-1.0,fear
"I feel like I've been eating okay lately.",4,Eating Disorder,0.0,joy
"Honestly, I'm struggling with sleep, and it affects my day.",6,Insomnia,-1.0,sadness
"Every day, I feel low and unmotivated.",8,Depression,-1.0,sadness
"I'm struggling to keep up with my career goals, feeling lost.",7,Career Confusion,-1.0,sadness
"I'm feeling anxious and it's hard to stay calm.",6,Anxiety,-1.0,fear
"I can't sleep well and it's affecting my health.",7,Insomnia,-1.0,sadness
"I feel hopeful about things and that keeps me going.",5,Positive Outlook,1.0,joy
"I'm happy and excited about my new project.",4,Positive Outlook,1.0,joy
"I can't stop feeling like I'm not doing enough.",8,Stress,-1.0,joy
"These days, I'm worried about my health more than usual.",6,Health Anxiety,0.0,fear
"Sometimes, I feel like I don't know where my career is heading.",5,Career Confusion,0.0,fear
"I'm anxious every day about what might happen next.",9,Anxiety,-1.0,fear
"Things have been tough, and I feel like I'm struggling.",7,Depression,-1.0,sadness
"I feel positive about my health and how I'm taking care of myself.",5,Health Anxiety,1.0,joy
"Sleep has been hard to come by lately.",7,Insomnia,-1.0,sadness
"I feel excited to start this new journey.",4,Positive Outlook,1.0,joy
"I'm feeling stressed about my workload, it's overwhelming.",8,Stress,-1.0,sadness
"These days, I feel happy and grateful for small things.",4,Positive Outlook,1.0,joy
"I think I'm not eating well, but it's not stressing me too much.",4,Eating Disorder,0.0,joy
"I feel constant worry about my career decisions.",7,Career Confusion,-1.0,joy
"I'm having trouble sleeping, and it's worrying me.",6,Insomnia,-1.0,fear
"I feel good about myself and how I'm handling things.",4,Positive Outlook,1.0,joy
"I keep feeling anxious every time I think about work.",7,Stress,-1.0,fear
"Recently, I've been feeling more hopeful about life.",5,Positive Outlook,1.0,joy
"I can't shake the feeling of worry about my health.",8,Health Anxiety,-1.0,fear
"I feel happy and excited, life is good.",3,Positive Outlook,1.0,joy
"I can't sleep, and I feel it's affecting my health.",7,Insomnia,-1.0,sadness
"I'm feeling positive about my career and what's ahead.",4,Career Confusion,1.0,joy
"These days, I'm feeling stressed about exams.",6,Stress,-1.0,sadness
"I'm struggling to find the right path in my career.",7,Career Confusion,-1.0,sadness
"I keep feeling hopeful for a better tomorrow.",5,Positive Outlook,1.0,joy
"I'm not sure if I'm taking care of myself well enough.",5,Health Anxiety,0.0,joy
"I am happy and it's showing in everything I do.",4,Positive Outlook,1.0,joy
"I've been feeling very anxious about the future.",8,Anxiety,-1.0,fear
"I feel low about my progress lately.",6,Depression,-1.0,sadness
"I'm feeling very stressed with everything going on.",7,Stress,-1.0,sadness
"Sometimes I'm not sure if I'm eating right.",5,Eating Disorder,0.0,joy
"I'm feeling calm and optimistic about my health.",4,Health Anxiety,1.0,joy
"I'm anxious and can't stop overthinking everything.",9,Anxiety,-1.0,fear
"I feel positive that I'm on the right track.",4,Career Confusion,1.0,joy
"I'm feeling very low, it's hard to be positive.",8,Depression,-1.0,sadness
"I am happy and motivated to reach my goals.",3,Positive Outlook,1.0,joy
"I feel hopeful but unsure of my next steps.",5,Career Confusion,0.0,joy
"I can't seem to get enough rest these days.",7,Insomnia,-1.0,joy
"I'm feeling more at ease with myself lately.",4,Positive Outlook,1.0,joy
"I've been feeling better about my eating habits.",4,Eating Disorder,1.0,joy
"I can't shake the stress of my responsibilities.",8,Stress,-1.0,sadness
"I feel happy and I'm focusing on the positive.",4,Positive Outlook,1.0,joy
"I feel constant anxiety about my health.",8,Health Anxiety,-1.0,fear
"I'm worried about everything that could go wrong.",8,Anxiety,-1.0,fear
"I feel hopeful about what the future holds.",4,Positive Outlook,1.0,joy
"I feel like my health has been okay recently.",5,Health Anxiety,0.0,joy
"I can't seem to focus well on my work.",7,Career Confusion,-1.0,joy
"I feel good about where my health is right now.",4,Health Anxiety,1.0,joy
"I'm stressed about my exams and not sure I can do well.",7,Stress,-1.0,anger
"These days, I feel more hopeful about my career.",5,Career Confusion,1.0,joy
"I feel like I'm not doing well enough in my career.",8,Career Confusion,-1.0,joy
"I feel relaxed and positive lately.",3,Positive Outlook,1.0,joy
"Honestly, I feel like I'm not sleeping well.",6,Insomnia,-1.0,joy
"I feel positive and motivated to improve.",4,Positive Outlook,1.0,joy
"I'm anxious about so many things I can't control.",8,Anxiety,-1.0,fear
"I feel happy and grateful for my progress.",4,Positive Outlook,1.0,joy
"I feel like my stress is manageable right now.",4,Stress,0.0,joy
"I can't shake the feeling of being low these days.",8,Depression,-1.0,sadness
"I'm happy with how things are going recently.",3,Positive Outlook,1.0,joy
"I'm stressed out about my workload.",7,Stress,-1.0,anger
"I've been feeling more at peace with myself.",4,Positive Outlook,1.0,joy
"I'm feeling low about the things happening in my life.",7,Depression,-1.0,sadness
"Sometimes, I wonder if I'm eating well.",4,Eating Disorder,0.0,joy
"I feel low and can't seem to shake it.",8,Depression,-1.0,sadness
"I feel stressed about everything I need to get done.",7,Stress,-1.0,anger
"I feel hopeful and confident about my future.",4,Positive Outlook,1.0,joy
"These days, my health feels okay.",5,Health Anxiety,0.0,joy
"I am excited and happy to see where life takes me.",3,Positive Outlook,1.0,joy
"I'm feeling really anxious about upcoming exams.",8,Anxiety,-1.0,fear
"I'm struggling to find direction in my career.",7,Career Confusion,-1.0,sadness
"Feeling happy and excited about what's next.",4,Positive Outlook,1.0,joy
"I've been feeling really down these past few days.",8,Depression,-1.0,sadness
"I think I'm not eating properly but I'll work on it.",4,Eating Disorder,0.0,joy
"I think my mental state is feeling hopeful.",4,Positive Outlook,1.0,joy
"It feels like I'm constantly unable to sleep well.",7,Insomnia,-1.0,joy
"For a while now, I've been struggling with sleep.",6,Insomnia,-1.0,fear
"I am feeling very anxious these days about everything.",8,Anxiety,-1.0,fear
"I can't stop worrying about not eating properly.",6,Eating Disorder,-1.0,fear
"It's getting worse, but I've been feeling hopeful at times.",5,Positive Outlook,0.0,joy
"Things have been tough, I keep feeling very low.",7,Depression,-1.0,sadness
"I can't stop feeling very low, it's hard to stay positive.",8,Depression,-1.0,sadness
"These past few days, I've been feeling more hopeful.",4,Positive Outlook,1.0,joy
"It's a struggle; I can't seem to sleep well at night.",7,Insomnia,-1.0,joy
"I'm feeling anxious constantly and can't seem to relax.",8,Anxiety,-1.0,fear
"These days, I feel hopeful about small improvements.",5,Positive Outlook,1.0,joy
"I feel very low, and things are getting overwhelming.",8,Depression,-1.0,sadness
"My health feels okay, but I worry about sleeping enough.",5,Health Anxiety,0.0,joy
"I think I'm hopeful, but sleep still feels impossible.",6,Insomnia,0.0,sadness
"Sometimes, it's tough, but I try to feel hopeful.",4,Positive Outlook,0.0,joy
"I feel I can't stop this constant anxiety.",9,Anxiety,-1.0,fear
"Every day I feel very low, and it's hard to manage.",8,Depression,-1.0,sadness
"I am trying to stay hopeful despite feeling anxious.",5,Positive Outlook,0.0,fear
"It's a struggle to sleep, my mind just won't rest.",7,Insomnia,-1.0,anger
"I keep feeling hopeful, but it's hard to stay that way.",5,Positive Outlook,0.0,joy
"I am constantly worried and can't stop feeling anxious.",8,Anxiety,-1.0,fear
"My eating habits feel off; I can't stop worrying.",6,Eating Disorder,-1.0,sadness
"I feel very low and it's hard to see the positive.",7,Depression,-1.0,sadness
"Sometimes, I think I can't control my anxious thoughts.",8,Anxiety,-1.0,fear
"I think I'm not eating properly, and it's stressing me.",5,Eating Disorder,-1.0,anger
"Every day, I feel very low and can't break out of it.",9,Depression,-1.0,sadness
"I feel hopeful some days, but then it feels harder again.",5,Positive Outlook,0.0,joy
"My mind is always worried about my health lately.",6,Health Anxiety,-1.0,fear
"I am feeling hopeful, but it comes and goes.",4,Positive Outlook,0.0,joy
"Sleep is a struggle, and I'm constantly exhausted.",7,Insomnia,-1.0,sadness
"I feel low often, but I want to feel hopeful.",6,Positive Outlook,0.0,sadness
"I am very anxious, and it's hard to stay calm.",8,Anxiety,-1.0,fear
"I am hopeful, but I'm struggling with anxiety as well.",5,Positive Outlook,0.0,joy
"I feel low, like there's a weight I can't lift.",8,Depression,-1.0,sadness
"These past few days, I've felt more hopeful.",4,Positive Outlook,1.0,joy
"I am feeling anxious, and I don't know what to do.",7,Anxiety,-1.0,fear
"I can't sleep well, and it's affecting my mood.",6,Insomnia,-1.0,joy
"It feels like my health is slipping, and I worry.",5,Health Anxiety,-1.0,sadness
"I feel hopeful, but sometimes I can't help feeling anxious.",5,Positive Outlook,0.0,joy
"I feel I can't sleep well no matter what I do.",7,Insomnia,-1.0,joy
"I am constantly worried and find it hard to relax.",8,Anxiety,-1.0,fear
"Some days, I feel low and don't know why.",6,Depression,-1.0,sadness
"I feel hopeful, but then I feel anxious again.",5,Positive Outlook,0.0,joy
"I am always anxious, and it feels impossible to stop.",9,Anxiety,-1.0,fear
"I can't stop worrying about my eating habits.",6,Eating Disorder,-1.0,fear
"These days, I feel low often.",5,Depression,-1.0,sadness
"It's a struggle; I can't seem to find peace.",7,Insomnia,-1.0,sadness
"I'm trying to stay hopeful, but it's tough.",4,Positive Outlook,0.0,joy
"My health feels off, but I don't know why.",5,Health Anxiety,0.0,sadness
"I am hopeful some days, but it's hard to hold onto.",4,Positive Outlook,0.0,joy
"I am feeling very anxious and can't relax.",8,Anxiety,-1.0,fear
"I feel hopeful, but sometimes worry gets in the way.",5,Positive Outlook,0.0,joy
"It's hard to sleep, and it stresses me out.",7,Insomnia,-1.0,sadness
"I feel like I can't escape feeling anxious.",8,Anxiety,-1.0,fear
"I am feeling hopeful, but it's an effort every day.",5,Positive Outlook,0.0,joy
"I feel I can't stop feeling low some days.",7,Depression,-1.0,sadness
"I worry about my health, but try to stay positive.",5,Health Anxiety,0.0,joy
"I am anxious often, and I don't know how to change it.",8,Anxiety,-1.0,fear
"I feel hopeful, but then sleep becomes a struggle.",5,Insomnia,0.0,joy
"I can't stop worrying, but I try to stay calm.",7,Anxiety,0.0,fear
"I feel low these days, and it's hard to see the light.",8,Depression,-1.0,sadness
"I think I am eating okay, but I'm not sure.",4,Eating Disorder,0.0,joy
"I feel hopeful despite everything going on.",5,Positive Outlook,1.0,joy
"I feel low, but I try to feel better every day.",6,Depression,0.0,sadness
"It's hard to sleep, and my mind won't calm down.",7,Insomnia,-1.0,sadness
"I feel anxious, but hopeful too at times.",5,Anxiety,0.0,fear
"I think I need to work on my eating habits.",5,Eating Disorder,0.0,sadness
"I feel low, like I'm in a slump.",8,Depression,-1.0,sadness
"I'm trying to stay hopeful, even with low days.",5,Positive Outlook,0.0,joy
"I feel I can't control my anxious thoughts.",8,Anxiety,-1.0,fear
"It's been tough, but I want to stay positive.",6,Positive Outlook,0.0,joy
"I am feeling anxious and it's affecting my sleep.",7,Anxiety,-1.0,fear
"I feel hopeful, and it keeps me going.",4,Positive Outlook,1.0,joy
"It's been hard to eat well lately.",5,Eating Disorder,-1.0,sadness
"I can't stop feeling low, and it feels constant.",8,Depression,-1.0,sadness
"I feel hopeful, but some days it fades.",5,Positive Outlook,0.0,joy
"It's hard to stop worrying, but I try to stay calm.",7,Anxiety,0.0,fear
"I feel low, but I want to feel hopeful.",6,Positive Outlook,0.0,sadness
"I think I'm eating better these days.",4,Eating Disorder,1.0,joy
"I can't stop feeling anxious every day.",8,Anxiety,-1.0,fear
"I am hopeful, and it's a good feeling.",4,Positive Outlook,1.0,joy
"I feel anxious, but I try to manage it.",6,Anxiety,0.0,fear
"It's been tough to sleep well lately.",7,Insomnia,-1.0,sadness
"I feel low some days, but hopeful on others.",5,Positive Outlook,0.0,sadness
"I think my mental state is extremely stressed.",9,Stress,-1.0,anger
"It's getting worse; I've been worried about my health.",8,Health Anxiety,-1.0,fear
"It's getting worse; I've been feeling happy and excited.",6,Positive Outlook,1.0,joy
"It feels like I'm constantly not eating properly.",7,Eating Disorder,-1.0,joy
"I feel worried about my health lately.",6,Health Anxiety,-1.0,fear
"I'm trying, but I'm still not eating properly.",7,Eating Disorder,-1.0,joy
"It's been hard, but I am feeling much better overall.",5,Positive Outlook,1.0,joy
"I am struggling with sleep these days.",8,Insomnia,-1.0,sadness
"Every day, I'm feeling much better than before.",4,Positive Outlook,1.0,joy
"Things have been tough, and I keep feeling confused about my job.",7,Career Confusion,-1.0,fear
"Every day I'm feeling very anxious, and it's hard to relax.",8,Anxiety,-1.0,fear
"I feel my health is on my mind constantly these days.",6,Health Anxiety,-1.0,joy
"I'm hopeful, but I can't stop worrying about my health.",5,Health Anxiety,0.0,joy
"I'm trying to stay positive, but not eating properly is hard.",6,Eating Disorder,0.0,joy
"I'm feeling a bit better, but my sleep is still off.",5,Insomnia,0.0,joy
"I feel constantly anxious, like there's no break from it.",8,Anxiety,-1.0,fear
"I'm very confused about my career path lately.",7,Career Confusion,-1.0,fear
"I feel stressed and can't stop worrying.",8,Stress,-1.0,sadness
"It's been hard, but I feel like I'm getting better.",5,Positive Outlook,0.0,joy
"I am still anxious about my career and job options.",6,Career Confusion,0.0,fear
"I feel worried about how my health is doing lately.",6,Health Anxiety,-1.0,fear
"I am struggling, but I am hopeful.",5,Positive Outlook,0.0,sadness
"It's been hard to eat well; I worry about it.",7,Eating Disorder,-1.0,sadness
"I'm trying, but I feel confused about my next career steps.",6,Career Confusion,0.0,fear
"I think my mental state is stressed with everything going on.",8,Stress,-1.0,sadness
"I am constantly worried about my eating habits.",7,Eating Disorder,-1.0,fear
"I feel hopeful despite the stress.",4,Positive Outlook,0.0,joy
"It's hard to eat properly, and I worry.",6,Eating Disorder,-1.0,sadness
"I feel anxious, and I can't seem to stop.",8,Anxiety,-1.0,fear
"I'm feeling better overall, but sleep remains an issue.",5,Insomnia,0.0,joy
"I am confused and feel lost about my job options.",7,Career Confusion,-1.0,sadness
"I think my mental state is stressed because of work.",8,Stress,-1.0,sadness
"It's getting worse; I'm very worried about health.",8,Health Anxiety,-1.0,fear
"I feel happier but worried about my health.",5,Health Anxiety,0.0,joy
"I am constantly stressed about my job situation.",7,Career Confusion,-1.0,anger
"I'm feeling better some days, but still not sleeping well.",6,Insomnia,0.0,joy
"I feel hopeful about my health, but I worry.",5,Health Anxiety,0.0,joy
"I think I'm stressed about not sleeping well.",7,Insomnia,-1.0,anger
"I feel anxious, but I'm trying to manage it better.",6,Anxiety,0.0,fear
